"uid"	"domainID"	"siteID"	"plotID"	"namedLocation"	"laboratoryName"	"collectDate"	"processedDate"	"geneticSampleID"	"deprecatedVialID"	"dnaSampleID"	"internalLabID"	"sequenceAnalysisType"	"testProtocolVersion"	"sampleMaterial"	"sampleMass"	"nucleicAcidConcentration"	"nucleicAcidPurity"	"nucleicAcidQuantMethod"	"dnaPooledStatus"	"qaqcStatus"	"dnaProcessedBy"	"remarks"	"dataQF"	"publicationDate"
"5194"	"333f0a2c-18d6-4e5d-bb96-323a1690d616"	"D07"	"ORNL"	"ORNL_021"	"ORNL_021.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 18:30:00	2018-07-23	"ORNL_021-O-9-1-20160229-GEN"	NA	"ORNL_021-O-9-1-20160229-GEN-DNA1"	"BMI_Plate73WellE4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	43	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5195"	"9c15496b-3914-4ad3-b64a-c8da6c3fbdcd"	"D07"	"ORNL"	"ORNL_021"	"ORNL_021.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 19:00:00	2018-07-23	"ORNL_021-O-38-20-20160229-GEN"	NA	"ORNL_021-O-38-20-20160229-GEN-DNA1"	"BMI_Plate73WellE3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	63	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5196"	"a5f252dd-1c70-4b6b-bd3c-6174f93742b6"	"D07"	"ORNL"	"ORNL_027"	"ORNL_027.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 20:20:00	2018-07-23	"ORNL_027-O-13.5-1.5-20160229-GEN"	NA	"ORNL_027-O-13.5-1.5-20160229-GEN-DNA1"	"BMI_Plate73WellE5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	42	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5197"	"5f49150c-db31-46cc-9f72-786020223b85"	"D07"	"ORNL"	"ORNL_027"	"ORNL_027.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 20:35:00	2018-07-23	"ORNL_027-O-34.5-13-20160229-GEN"	NA	"ORNL_027-O-34.5-13-20160229-GEN-DNA1"	"BMI_Plate73WellE8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	54	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5198"	"8d91364a-9cb6-4bf5-a634-265ade40c1a3"	"D07"	"ORNL"	"ORNL_027"	"ORNL_027.basePlot.bgc"	"Battelle Applied Genomics"	2016-02-29 20:45:00	2018-07-23	"ORNL_027-O-34.5-30.5-20160229-GEN"	NA	"ORNL_027-O-34.5-30.5-20160229-GEN-DNA1"	"BMI_Plate73WellE9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	47	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132427Z"
"5199"	"79221af1-702a-4704-9cef-c11118269c19"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 13:15:00	2018-07-23	"ORNL_043-O-7.5-13-20160301-GEN"	NA	"ORNL_043-O-7.5-13-20160301-GEN-DNA1"	"BMI_Plate73WellF10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	43	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5200"	"3962b35e-dc9b-4d96-920e-422d7161f678"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 13:25:00	2018-07-23	"ORNL_043-O-35.5-4-20160301-GEN"	NA	"ORNL_043-O-35.5-4-20160301-GEN-DNA1"	"BMI_Plate73WellF6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	55	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5201"	"47aba42a-1ada-412f-ad4e-95e3095ababd"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 13:35:00	2018-07-23	"ORNL_043-O-26.5-31.5-20160301-GEN"	NA	"ORNL_043-O-26.5-31.5-20160301-GEN-DNA1"	"BMI_Plate73WellF5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	43	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5202"	"4ff3116c-b957-4014-af95-db12c4724a9a"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 13:50:00	2018-07-23	"ORNL_053-O-5.5-19.5-20160301-GEN"	NA	"ORNL_053-O-5.5-19.5-20160301-GEN-DNA1"	"BMI_Plate73WellH4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	55	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5203"	"31ca3e4e-ade2-482b-ad11-93d2aea23240"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 14:04:00	2018-07-23	"ORNL_053-O-33.5-15.5-20160301-GEN"	NA	"ORNL_053-O-33.5-15.5-20160301-GEN-DNA1"	"BMI_Plate73WellH2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	48	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5204"	"ac1e5962-67fc-495d-af5b-f44311e91408"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 14:11:00	2018-07-23	"ORNL_053-O-33-20-20160301-GEN"	NA	"ORNL_053-O-33-20-20160301-GEN-DNA1"	"BMI_Plate73WellH3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	63	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5205"	"fe46c0be-bdfc-4534-b83f-f72a2cc72b6c"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 14:22:00	2018-07-23	"ORNL_046-O-6.5-6.5-20160301-GEN"	NA	"ORNL_046-O-6.5-6.5-20160301-GEN-DNA1"	"BMI_Plate73WellG4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	42	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5206"	"8b0025b0-c89e-47cb-a0da-f87b98d6bef7"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 14:29:00	2018-07-23	"ORNL_046-O-32.5-1.5-20160301-GEN"	NA	"ORNL_046-O-32.5-1.5-20160301-GEN-DNA1"	"BMI_Plate73WellG2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	66	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5207"	"af7b847e-f136-45e1-a88b-c15ca445df92"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 14:36:00	2018-07-23	"ORNL_046-O-32-31-20160301-GEN"	NA	"ORNL_046-O-32-31-20160301-GEN-DNA1"	"BMI_Plate73WellG3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	71	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5208"	"818b8659-be54-4328-80ad-c62ee53f08b0"	"D07"	"ORNL"	"ORNL_049"	"ORNL_049.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 15:50:00	2018-07-23	"ORNL_049-O-8-9.5-20160301-GEN"	NA	"ORNL_049-O-8-9.5-20160301-GEN-DNA1"	"BMI_Plate73WellG10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	53	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5209"	"308c18c3-6288-498f-9623-b954bfd2a71c"	"D07"	"ORNL"	"ORNL_049"	"ORNL_049.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 16:03:00	2018-07-23	"ORNL_049-O-36-19.5-20160301-GEN"	NA	"ORNL_049-O-36-19.5-20160301-GEN-DNA1"	"BMI_Plate73WellG9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	66	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5210"	"930aa877-8470-406c-b773-3b20d58cf412"	"D07"	"ORNL"	"ORNL_049"	"ORNL_049.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-01 16:15:00	2018-07-23	"ORNL_049-O-30.5-25.5-20160301-GEN"	NA	"ORNL_049-O-30.5-25.5-20160301-GEN-DNA1"	"BMI_Plate73WellG7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	51	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5211"	"ac35fa65-c0c1-4732-b9e7-f4db145035cb"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 15:40:00	2018-07-23	"ORNL_001-M-3.5-19-20160302-GEN"	NA	"ORNL_001-M-3.5-19-20160302-GEN-DNA1"	"BMI_Plate73WellC6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	18	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5212"	"49c92aec-b84b-428a-8b7e-40518dea5b0c"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 16:05:00	2018-07-23	"ORNL_001-O-26.5-4.5-20160302-GEN"	NA	"ORNL_001-O-26.5-4.5-20160302-GEN-DNA1"	"BMI_Plate73WellC8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	48	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5213"	"f1307f87-1460-42d6-b2fc-a347421c901e"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 16:20:00	2018-07-23	"ORNL_001-O-37.5-25-20160302-GEN"	NA	"ORNL_001-O-37.5-25-20160302-GEN-DNA1"	"BMI_Plate73WellC11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	61	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5214"	"17a58c7a-7e2b-4aac-bd29-74d3a0cee7f9"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 17:30:00	2018-07-23	"ORNL_029-O-8.5-5.5-20160302-GEN"	NA	"ORNL_029-O-8.5-5.5-20160302-GEN-DNA1"	"BMI_Plate73WellF4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	52	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5215"	"8f95701e-314b-4ac8-a604-79efcda79c1a"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 17:45:00	2018-07-23	"ORNL_029-O-38-4.5-20160302-GEN"	NA	"ORNL_029-O-38-4.5-20160302-GEN-DNA1"	"BMI_Plate73WellF2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	44	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5216"	"f96fa425-ab81-4b87-8ae6-b0d5b10a8097"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-03-02 18:10:00	2018-07-23	"ORNL_029-O-30.5-38-20160302-GEN"	NA	"ORNL_029-O-30.5-38-20160302-GEN-DNA1"	"BMI_Plate73WellE12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131616Z"
"5217"	"c83f76ee-3545-464d-855b-f6dc09b565fb"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 12:23:00	2018-07-23	"ORNL_002-O-31-39-20160727-GEN"	NA	"ORNL_002-O-31-39-20160727-GEN-DNA1"	"BMI_Plate73WellD5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5219"	"5370a353-4115-4fee-8bf5-7208817e8298"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 12:35:00	2018-07-23	"ORNL_029-O-35.5-28-20160727-GEN"	NA	"ORNL_029-O-35.5-28-20160727-GEN-DNA1"	"BMI_Plate73WellF1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	66	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5221"	"d8a3bfb7-d52e-42a6-afa5-570d338c237c"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 12:46:00	2018-07-23	"ORNL_002-O-26.5-17-20160727-GEN"	NA	"ORNL_002-O-26.5-17-20160727-GEN-DNA1"	"BMI_Plate73WellD3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5222"	"af76d76d-d999-4c6c-90d0-d02cb596a139"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 12:52:00	2018-07-23	"ORNL_029-O-21.5-7.5-20160727-GEN"	NA	"ORNL_029-O-21.5-7.5-20160727-GEN-DNA1"	"BMI_Plate73WellE11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	54	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5223"	"efd09571-fcd1-46a4-8568-69c07c090fca"	"D07"	"ORNL"	"ORNL_002"	"ORNL_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 12:55:00	2018-07-23	"ORNL_002-O-18-3.5-20160727-GEN"	NA	"ORNL_002-O-18-3.5-20160727-GEN-DNA1"	"BMI_Plate73WellC12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	36	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5224"	"892599f7-4416-47ea-a5f0-0a133e59bbe9"	"D07"	"ORNL"	"ORNL_029"	"ORNL_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 13:09:00	2018-07-23	"ORNL_029-O-6-13-20160727-GEN"	NA	"ORNL_029-O-6-13-20160727-GEN-DNA1"	"BMI_Plate73WellF3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	56	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5225"	"90949b2e-5c3c-487e-8c2a-aa84b5386ba0"	"D07"	"ORNL"	"ORNL_021"	"ORNL_021.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 13:42:00	2018-07-23	"ORNL_021-O-19.5-0.5-20160727-GEN"	NA	"ORNL_021-O-19.5-0.5-20160727-GEN-DNA1"	"BMI_Plate73WellD12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	116	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5227"	"37541f81-8f74-47d5-83f6-dea96de9b66a"	"D07"	"ORNL"	"ORNL_021"	"ORNL_021.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 13:52:00	2018-07-23	"ORNL_021-O-36.5-10-20160727-GEN"	NA	"ORNL_021-O-36.5-10-20160727-GEN-DNA1"	"BMI_Plate73WellE2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	128	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5228"	"d3ad8edc-e71a-4153-86d7-66a502377c36"	"D07"	"ORNL"	"ORNL_021"	"ORNL_021.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:05:00	2018-07-23	"ORNL_021-O-23-27.5-20160727-GEN"	NA	"ORNL_021-O-23-27.5-20160727-GEN-DNA1"	"BMI_Plate73WellE1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	75	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5229"	"258f95aa-9ffe-49ee-b44d-189d5f7d6c07"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:13:00	2018-07-23	"ORNL_043-O-6.5-10-20160727-GEN"	NA	"ORNL_043-O-6.5-10-20160727-GEN-DNA1"	"BMI_Plate73WellF9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	67	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5231"	"c7a0caad-1699-47d6-a889-e327e3d60ae3"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:25:00	2018-07-23	"ORNL_003-O-9-1-20160727-GEN"	NA	"ORNL_003-O-9-1-20160727-GEN-DNA1"	"BMI_Plate73WellD11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	68	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5233"	"044febf0-bd4d-46d5-8219-0f12a007f962"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:37:00	2018-07-23	"ORNL_043-O-37.5-18.5-20160727-GEN"	NA	"ORNL_043-O-37.5-18.5-20160727-GEN-DNA1"	"BMI_Plate73WellF7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	42	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5234"	"264cc909-a7bc-4a32-ad8b-54a0c32feedb"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:40:00	2018-07-23	"ORNL_003-O-33-3.5-20160727-GEN"	NA	"ORNL_003-O-33-3.5-20160727-GEN-DNA1"	"BMI_Plate73WellD9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	56	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5235"	"b4a28ffb-e646-40e6-b648-0bb4d7a33b4a"	"D07"	"ORNL"	"ORNL_043"	"ORNL_043.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 14:54:00	2018-07-23	"ORNL_043-O-37.5-26.5-20160727-GEN"	NA	"ORNL_043-O-37.5-26.5-20160727-GEN-DNA1"	"BMI_Plate73WellF8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	193	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5236"	"11924721-5648-45c1-9ca5-4ded13373d67"	"D07"	"ORNL"	"ORNL_003"	"ORNL_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 15:00:00	2018-07-23	"ORNL_003-O-20.5-33-20160727-GEN"	NA	"ORNL_003-O-20.5-33-20160727-GEN-DNA1"	"BMI_Plate73WellD7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	51	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5237"	"b8c3d055-d945-405b-b3f8-990b327c512b"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 15:23:00	2018-07-23	"ORNL_053-O-12-9-20160727-GEN"	NA	"ORNL_053-O-12-9-20160727-GEN-DNA1"	"BMI_Plate73WellG11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	88	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5239"	"ed2ad2a2-c394-4f6a-844b-c6c05c639078"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 15:35:00	2018-07-23	"ORNL_053-O-30-0.5-20160727-GEN"	NA	"ORNL_053-O-30-0.5-20160727-GEN-DNA1"	"BMI_Plate73WellG12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	34	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5240"	"f575bbf4-437e-4aaf-9767-0c922fd1fe38"	"D07"	"ORNL"	"ORNL_053"	"ORNL_053.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 15:51:00	2018-07-23	"ORNL_053-O-31.5-22-20160727-GEN"	NA	"ORNL_053-O-31.5-22-20160727-GEN-DNA1"	"BMI_Plate73WellH1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	58	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5241"	"b9af2fa1-c96e-4733-9595-b19f29a80f1c"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 16:19:00	2018-07-23	"ORNL_046-O-15-6.5-20160727-GEN"	NA	"ORNL_046-O-15-6.5-20160727-GEN-DNA1"	"BMI_Plate73WellF11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	44	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5243"	"2a362ad9-2391-4815-ab46-f4f1cbac3219"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 16:37:00	2018-07-23	"ORNL_046-O-31.5-7.5-20160727-GEN"	NA	"ORNL_046-O-31.5-7.5-20160727-GEN-DNA1"	"BMI_Plate73WellG1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	57	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5244"	"2f5a75c3-ffa3-4593-ab9e-badeacbb576e"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 16:42:00	2018-07-23	"ORNL_001-O-27.5-31-20160727-GEN"	NA	"ORNL_001-O-27.5-31-20160727-GEN-DNA1"	"BMI_Plate73WellC9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	144	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5246"	"8ac29153-5c7d-4187-a806-8eafd209f60b"	"D07"	"ORNL"	"ORNL_046"	"ORNL_046.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 16:46:00	2018-07-23	"ORNL_046-O-24.5-31-20160727-GEN"	NA	"ORNL_046-O-24.5-31-20160727-GEN-DNA1"	"BMI_Plate73WellF12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	64	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5247"	"771a0931-5f52-4e88-ba71-a37a1b2dfdc8"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 16:55:00	2018-07-23	"ORNL_001-O-37.5-17-20160727-GEN"	NA	"ORNL_001-O-37.5-17-20160727-GEN-DNA1"	"BMI_Plate73WellC10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5248"	"bd91b8fe-1a37-466e-b5d1-522a0f2f66d3"	"D07"	"ORNL"	"ORNL_001"	"ORNL_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 17:08:00	2018-07-23	"ORNL_001-O-16.5-6.5-20160727-GEN"	NA	"ORNL_001-O-16.5-6.5-20160727-GEN-DNA1"	"BMI_Plate73WellC7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	52	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5249"	"2ce84d0a-2c46-44d3-a632-67e1a1e7bb7a"	"D07"	"ORNL"	"ORNL_049"	"ORNL_049.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 17:37:00	2018-07-23	"ORNL_049-O-15-1.5-20160727-GEN"	NA	"ORNL_049-O-15-1.5-20160727-GEN-DNA1"	"BMI_Plate73WellG5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	52	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
"5251"	"93a9f721-4510-4ab9-8a90-57b5c5269fe4"	"D07"	"ORNL"	"ORNL_049"	"ORNL_049.basePlot.bgc"	"Battelle Applied Genomics"	2016-07-27 17:50:00	2018-07-23	"ORNL_049-O-28.5-4.5-20160727-GEN"	NA	"ORNL_049-O-28.5-4.5-20160727-GEN-DNA1"	"BMI_Plate73WellG6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	138	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134450Z"
